id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE,fiberID
202909,7.94E-06,3.39E-06,1.50E-06,2.45E-06,3.22E-06,9.80E-06,5.54E-05,7.80E-06,0.999207196,1.38E-06,2.43E-06,0.000579512,1.23E-06,6.06E-05,2.81E-06,2.45E-06,1.58E-06,1.43E-06,4.79E-05,848
202910,0.001196623,0.004081418,3.01E-05,4.89E-05,5.45E-05,0.000210922,0.000306223,0.000138465,0.109992535,2.76E-05,4.89E-05,0.05979386,2.45E-05,0.10113461,5.61E-05,4.90E-05,3.15E-05,3.23E-05,0.72274186,540
202911,0.000159614,1.02E-05,4.01E-06,6.52E-06,0.991904692,0.000241181,0.000138197,2.24E-05,0.001314715,3.69E-06,6.48E-06,0.006079593,3.28E-06,3.13E-05,8.25E-06,1.58E-05,4.20E-06,3.86E-06,4.20E-05,359
202912,3.07E-06,1.86E-06,8.33E-07,1.45E-06,1.63E-06,3.20E-06,1.70E-05,4.32E-06,0.999875792,7.67E-07,2.88E-06,5.87E-05,6.80E-07,1.86E-05,2.11E-06,1.36E-06,8.73E-07,8.09E-07,4.07E-06,708
202913,4.90E-05,2.63E-05,1.15E-05,2.14E-05,2.07E-05,0.000100821,0.000147976,0.000160253,0.995421148,1.06E-05,4.27E-05,0.001271942,9.43E-06,0.000635413,2.58E-05,1.88E-05,1.21E-05,1.09E-05,0.002003186,423
202914,0.555221194,0.000432401,3.96E-05,6.44E-05,7.10E-05,0.008115137,0.001982775,0.00037322,0.376170687,3.64E-05,6.29E-05,0.026314809,3.23E-05,0.026101879,8.35E-05,6.45E-05,4.15E-05,3.75E-05,0.004754296,200
202915,2.21E-05,1.77E-06,7.66E-07,1.25E-06,9.47E-05,0.000633327,0.993145504,6.60E-06,0.000924005,7.06E-07,1.24E-06,0.004801465,6.26E-07,7.28E-06,1.63E-06,1.90E-06,8.04E-07,7.82E-07,0.000353529,347
202916,0.000179801,3.47E-05,1.62E-05,9.62E-05,2.97E-05,6.90E-05,0.001433276,0.001148949,0.98977547,0.000219156,0.000287622,0.005166355,1.32E-05,0.001228014,8.60E-05,2.64E-05,1.70E-05,2.03E-05,0.000152539,570
202917,7.34E-06,1.51E-06,6.16E-07,1.00E-06,1.84E-06,3.24E-06,0.997670393,6.30E-05,0.000521155,5.68E-07,1.10E-06,0.001509152,5.04E-07,0.000133257,7.86E-05,9.30E-07,6.46E-07,6.02E-07,4.56E-06,565
202918,4.22E-05,1.69E-05,7.07E-06,1.34E-05,1.36E-05,3.25E-05,0.000548177,0.000412569,0.995830117,5.90E-06,3.65E-05,0.000294734,5.78E-06,0.000269236,1.47E-05,1.15E-05,7.41E-06,8.82E-06,0.002428879,286
202919,0.001578585,1.52E-05,5.00E-06,8.14E-06,0.979518418,0.002134926,0.000224375,2.45E-05,0.004154061,4.60E-06,8.09E-06,0.012060067,4.09E-06,4.62E-05,1.05E-05,8.14E-06,5.24E-06,4.74E-06,0.00018507,139
202920,0.000175711,4.41E-05,1.71E-05,2.79E-05,9.42E-05,0.906078302,0.001678813,0.000687778,0.01153866,1.58E-05,2.77E-05,0.002627703,1.40E-05,0.000133903,3.54E-05,0.000899852,1.80E-05,1.65E-05,0.075868492,138
202921,0.001087548,4.64E-05,2.05E-05,3.33E-05,0.000113869,0.426049528,0.00093384,0.541267421,0.003803635,1.89E-05,3.31E-05,0.018880342,1.67E-05,0.000138499,4.22E-05,0.000422981,2.15E-05,1.98E-05,0.007049858,73
202922,1.43E-05,1.05E-05,3.24E-06,5.27E-06,6.32E-06,1.29E-05,0.930754158,1.64E-05,0.002320718,2.97E-06,5.73E-06,0.001890495,2.64E-06,0.064708177,1.62E-05,5.27E-06,3.39E-06,3.29E-06,0.000218095,515
202923,0.001208133,5.04E-05,2.00E-05,3.25E-05,8.96E-05,0.945254515,0.001089353,0.000415868,0.027093434,1.84E-05,3.24E-05,0.008313761,0.000155797,0.000115266,4.12E-05,3.26E-05,2.10E-05,1.90E-05,0.015996838,462
202924,0.000226999,8.15E-05,3.04E-05,5.56E-05,6.54E-05,0.000104252,0.000597767,0.000363553,0.156084417,2.80E-05,4.94E-05,0.017270169,2.48E-05,0.002415975,5.68E-05,4.95E-05,3.19E-05,2.89E-05,0.822434564,394
202925,0.00014103,0.000111296,2.83E-05,4.70E-05,5.53E-05,9.73E-05,0.746950321,0.000198051,0.015939178,2.60E-05,5.05E-05,0.063724162,2.31E-05,0.172191001,0.000185969,4.61E-05,2.98E-05,2.83E-05,0.000127517,541
202926,0.000177596,8.85E-06,2.76E-06,4.50E-06,4.92E-05,1.49E-05,0.989183398,1.19E-05,0.001483847,2.55E-06,4.47E-06,0.003583597,2.26E-06,0.005235044,0.000197322,4.50E-06,2.90E-06,2.70E-06,2.77E-05,297
202927,0.000134204,5.03E-05,1.80E-05,2.91E-05,3.23E-05,0.000120717,0.000108592,0.46914096,0.006779649,1.66E-05,2.91E-05,0.002269534,1.47E-05,0.00091411,3.36E-05,2.93E-05,1.89E-05,1.72E-05,0.520243036,596
202928,0.00116867,2.34E-05,9.25E-06,1.50E-05,0.914444673,0.054001058,0.000607027,5.22E-05,0.018629434,8.50E-06,1.50E-05,0.010659744,7.55E-06,0.000208163,2.00E-05,1.50E-05,9.70E-06,8.77E-06,9.69E-05,352
202929,0.000323034,0.000237678,6.00E-05,9.76E-05,0.000107696,0.000285474,0.000341068,0.001610821,0.68022855,5.51E-05,9.71E-05,0.042603866,4.90E-05,0.1342429,0.000111968,9.77E-05,6.29E-05,5.69E-05,0.13933049,268
202930,3.54E-05,2.58E-06,9.86E-07,1.60E-06,5.55E-06,8.84E-06,0.996807471,4.25E-06,0.001828832,9.06E-07,1.63E-06,0.001043042,8.04E-07,2.25E-05,0.000187237,1.55E-06,1.03E-06,1.55E-06,4.42E-05,278
202931,1.41E-05,8.60E-07,3.41E-07,5.54E-07,2.39E-06,1.40E-06,0.998808574,1.47E-06,0.000310561,3.13E-07,5.51E-07,0.000468345,2.78E-07,0.000237896,0.000149415,6.54E-07,3.57E-07,3.38E-07,1.65E-06,199
202932,0.004099919,2.54E-05,1.00E-05,1.63E-05,0.939033271,0.024456267,0.00054166,5.13E-05,0.014816966,9.24E-06,1.62E-05,0.016348623,8.20E-06,0.000184286,2.51E-05,1.64E-05,1.05E-05,9.52E-06,0.0003207,523
202933,1.88E-05,1.97E-05,5.06E-06,8.56E-06,9.99E-06,2.06E-05,0.981408885,0.000238077,0.001898401,4.65E-06,5.68E-05,0.005116848,8.07E-06,0.011035987,0.000107127,8.24E-06,5.35E-06,6.16E-06,2.28E-05,511
202934,0.008348258,3.69E-05,1.26E-05,2.05E-05,0.944854664,0.000360847,0.005500771,5.44E-05,0.024255875,1.16E-05,2.04E-05,0.016118691,1.03E-05,0.000176053,2.75E-05,2.05E-05,1.32E-05,1.21E-05,0.000144719,442
202935,3.30E-05,1.28E-05,5.59E-06,1.02E-05,1.21E-05,4.35E-05,0.000185375,8.56E-05,0.998827399,5.15E-06,1.48E-05,0.000320088,4.56E-06,0.000185756,2.21E-05,9.10E-06,5.86E-06,5.83E-06,0.000211216,117
202936,0.001211453,4.94E-05,2.14E-05,3.47E-05,0.000280096,0.968290862,0.000566036,0.001029497,0.013066511,1.97E-05,3.46E-05,0.006714786,1.75E-05,0.000250168,4.41E-05,0.006558004,2.24E-05,2.05E-05,0.001768361,133
202937,4.49E-05,0.995095718,1.01E-06,2.31E-06,5.41E-06,5.47E-06,0.000627837,4.94E-06,0.000639881,9.25E-07,1.80E-06,0.003298342,8.21E-07,1.98E-05,2.07E-05,3.59E-06,0.000220555,1.01E-06,4.90E-06,292
202938,0.000771492,2.97E-05,1.16E-05,1.89E-05,0.969985422,0.009081159,0.000398023,5.91E-05,0.005940173,1.07E-05,1.87E-05,0.013276968,9.47E-06,9.96E-05,2.39E-05,0.000165373,1.22E-05,1.11E-05,7.64E-05,256
202939,0.000151298,2.26E-05,7.79E-06,1.27E-05,7.90E-05,0.935820711,0.000153861,0.056652955,0.001029824,7.17E-06,1.26E-05,0.000929719,6.37E-06,7.29E-05,1.60E-05,2.10E-05,8.17E-06,7.44E-06,0.004987957,553
202940,3.27E-06,1.84E-06,8.44E-07,1.37E-06,1.52E-06,3.49E-06,7.52E-06,4.39E-06,0.999687209,7.76E-07,1.37E-06,9.69E-05,6.91E-07,8.01E-05,1.58E-06,1.37E-06,8.86E-07,8.01E-07,0.00010414,888
202941,7.88E-06,2.26E-06,1.00E-06,2.19E-06,1.79E-06,3.10E-06,1.55E-05,1.55E-05,0.999825716,9.22E-07,2.05E-06,4.82E-05,8.20E-07,3.54E-05,1.87E-06,1.63E-06,1.05E-06,9.49E-07,3.21E-05,868
202942,0.000126524,1.83E-06,8.05E-07,1.31E-06,2.78E-05,0.00425906,3.36E-05,7.24E-06,0.001498256,7.41E-07,1.30E-06,0.000144499,6.58E-07,6.62E-06,1.67E-06,0.993801881,8.44E-07,7.74E-07,8.46E-05,363
202943,5.14E-05,1.85E-05,9.16E-06,1.49E-05,2.01E-05,0.000208068,0.949394739,6.37E-05,0.013726858,8.44E-06,1.48E-05,0.034625535,7.49E-06,0.001562742,2.07E-05,1.49E-05,9.61E-06,8.69E-06,0.000219678,403
202944,0.000261496,0.000285043,6.53E-05,0.000107582,0.000127588,0.000288624,0.085101473,0.000341106,0.032529373,5.99E-05,0.000115063,0.052260129,5.33E-05,0.827062406,0.000605358,0.000106348,6.87E-05,0.000112821,0.000448382,283
202945,0.00174344,0.000186083,7.58E-05,0.00012588,0.000369614,0.002968372,0.001880977,0.003271528,0.778756866,6.96E-05,0.000122577,0.066901672,6.18E-05,0.082079353,0.000141355,0.000123374,7.95E-05,7.19E-05,0.060970411,114
202946,0.640672366,0.000169493,6.73E-05,0.00010946,0.001741731,0.075586851,0.005640286,0.000350356,0.232528907,6.18E-05,0.000108843,0.037823144,5.49E-05,0.003926099,0.000138498,0.00010955,7.06E-05,6.39E-05,0.000775997,552
202947,5.72E-05,4.82E-06,1.40E-06,2.28E-06,8.39E-06,6.71E-06,0.995535762,8.40E-06,0.00097617,1.29E-06,2.70E-06,0.002670356,1.14E-06,3.90E-05,0.000669525,2.26E-06,1.47E-06,1.48E-06,9.69E-06,102
202948,8.10E-05,6.65E-05,2.78E-05,8.15E-05,6.16E-05,0.000111519,0.000253535,0.000121882,0.96494046,2.55E-05,4.49E-05,0.003874129,2.27E-05,0.026472218,5.18E-05,4.52E-05,2.91E-05,2.63E-05,0.003662312,640
202949,0.000141451,9.46E-05,2.73E-05,4.44E-05,4.90E-05,0.000163788,0.000192515,0.009270744,0.899192463,2.51E-05,4.42E-05,0.02741744,2.23E-05,0.003288526,7.51E-05,4.44E-05,2.89E-05,2.59E-05,0.059851965,48
202950,0.000124216,3.92E-06,1.72E-06,2.80E-06,1.79E-05,0.003310564,9.53E-05,9.62E-06,0.000560296,1.59E-06,2.79E-06,0.002296929,1.41E-06,1.77E-05,3.56E-06,0.993443417,1.81E-06,1.66E-06,0.000102835,351
202951,4.40E-06,2.08E-06,9.06E-07,1.47E-06,1.63E-06,3.64E-06,1.10E-05,1.54E-05,0.999807799,8.35E-07,1.95E-06,3.88E-05,7.41E-07,4.08E-05,1.69E-06,1.48E-06,9.50E-07,8.59E-07,6.36E-05,848
202952,2.34E-06,1.98E-06,7.87E-07,1.44E-06,1.41E-06,3.73E-06,7.51E-06,3.47E-06,0.999656325,7.24E-07,1.28E-06,0.000131216,6.43E-07,2.22E-05,1.47E-06,1.28E-06,8.26E-07,7.47E-07,0.000160599,652
202953,9.04E-05,5.30E-05,2.28E-05,3.72E-05,4.91E-05,0.000260653,0.000307912,9.87E-05,0.416392579,2.10E-05,3.69E-05,0.009558352,1.86E-05,0.004334067,4.26E-05,3.72E-05,2.39E-05,2.17E-05,0.568593287,394
202954,0.000466515,0.000296948,9.20E-05,0.000151554,0.00018599,0.000315665,0.018853171,0.000490718,0.038418929,8.45E-05,0.000163191,0.154367779,7.51E-05,0.671765804,0.000585314,0.000149816,9.65E-05,0.111600332,0.001840223,464
202955,0.00016327,0.000330435,3.12E-05,5.70E-05,5.59E-05,0.000261792,0.000166538,0.000155103,0.038106661,2.86E-05,5.04E-05,0.00531334,2.54E-05,0.024757837,5.81E-05,5.07E-05,3.27E-05,2.96E-05,0.930325471,548
202956,5.45E-05,7.92E-06,2.64E-06,4.30E-06,5.17E-06,9.22E-06,0.000120183,1.37E-05,0.015813995,2.43E-06,4.72E-06,0.010587584,2.16E-06,0.006897665,0.966453312,4.31E-06,2.77E-06,2.52E-06,1.09E-05,501
202957,5.49E-06,2.80E-06,1.37E-06,4.14E-06,2.77E-06,1.18E-05,1.44E-05,0.000109517,0.999659955,1.26E-06,2.16E-06,1.80E-05,1.12E-06,2.09E-05,2.70E-06,2.23E-06,1.43E-06,1.31E-06,0.000136563,646
202958,1.69E-05,3.84E-05,0.002794936,0.021001445,3.28E-05,1.82E-05,0.000336397,2.42E-05,0.002901475,5.09E-06,0.969950796,0.002504586,4.52E-06,0.000190602,3.21E-05,9.01E-06,7.93E-06,1.04E-05,0.000120241,638
202959,3.97E-06,2.63E-06,8.58E-07,2.24E-06,1.54E-06,4.48E-06,1.21E-05,6.55E-06,0.999456736,7.91E-07,2.51E-06,2.46E-05,7.02E-07,1.11E-05,1.60E-06,1.40E-06,9.07E-07,8.14E-07,0.000464392,798
202960,0.000358747,2.21E-05,1.01E-05,1.64E-05,2.77E-05,4.30E-05,0.928474378,4.33E-05,0.014225768,9.27E-06,1.80E-05,0.028121064,8.23E-06,0.026285932,0.002178723,1.64E-05,1.06E-05,1.21E-05,0.000118388,543
202961,0.468344751,0.000651046,2.68E-05,5.30E-05,4.86E-05,0.005675469,0.000349112,0.35708153,0.008482446,2.46E-05,4.35E-05,0.011395153,2.18E-05,0.000616312,5.51E-05,4.35E-05,2.81E-05,2.56E-05,0.14703374,16
202962,0.000194114,2.04E-06,7.69E-07,1.25E-06,4.45E-06,2.12E-05,0.997592048,4.92E-05,0.001018969,7.08E-07,1.37E-06,0.00105274,6.28E-07,3.76E-05,1.55E-05,1.25E-06,8.07E-07,1.61E-06,3.79E-06,280
202963,1.39E-05,7.40E-07,3.43E-07,5.58E-07,1.40E-06,4.00E-06,0.998975828,1.48E-06,0.000562608,3.16E-07,1.56E-06,0.000402341,2.80E-07,1.93E-05,1.16E-06,6.73E-07,3.60E-07,4.64E-07,1.27E-05,179
202964,0.000204991,0.00019815,3.24E-05,5.27E-05,5.81E-05,0.000570426,0.000622099,0.000234124,0.143681409,2.98E-05,5.24E-05,0.041942737,2.64E-05,0.020249226,6.04E-05,5.27E-05,3.40E-05,3.07E-05,0.791867323,58
202965,0.001261293,7.08E-05,2.81E-05,4.57E-05,0.000107028,0.841502242,0.000321657,0.013362891,0.032361005,2.58E-05,4.54E-05,0.007800409,2.29E-05,0.000784907,7.81E-05,4.57E-05,2.94E-05,2.66E-05,0.102079906,77
202966,0.000470823,0.001263265,8.31E-05,0.000153405,0.000149149,0.00040515,0.000508858,0.049534773,0.347479242,7.64E-05,0.000135082,0.030022119,6.78E-05,0.049579144,0.000155064,0.000135338,8.72E-05,0.000526104,0.519167969,71
202967,0.000688116,0.000573909,2.70E-05,4.94E-05,4.89E-05,0.000147454,0.001726455,0.042191568,0.127522173,2.49E-05,4.39E-05,0.048109192,2.21E-05,0.04564156,5.04E-05,4.40E-05,2.84E-05,3.82E-05,0.733022317,215
202968,0.00111519,0.000250112,9.13E-05,0.000148488,0.000163768,0.000961062,0.000562559,0.000412529,0.809896198,8.38E-05,0.000147645,0.028037732,7.45E-05,0.058603841,0.000170263,0.000148604,9.57E-05,8.66E-05,0.098950195,157
202969,0.067843225,0.000412505,2.65E-05,0.000121662,6.88E-05,0.244191147,0.000336578,0.604847282,0.010382219,2.44E-05,4.28E-05,0.005949619,2.16E-05,0.000167739,5.45E-05,4.31E-05,2.78E-05,3.69E-05,0.06540159,272
202970,0.002980216,0.02676304,0.00017507,0.000284859,0.038934216,0.004173389,0.101410587,0.000888818,0.453978786,0.0001607,0.000312375,0.350413186,0.000142526,0.015847105,0.001815394,0.000285091,0.000183617,0.000184653,0.001066372,382
202971,3.51E-05,1.40E-05,6.00E-06,1.02E-05,2.96E-05,4.97E-05,0.000114399,0.00018777,0.998698725,5.53E-06,9.48E-06,0.000204184,4.90E-06,0.000101941,1.36E-05,9.77E-06,6.29E-06,5.69E-06,0.000493184,502
202972,0.000686252,3.30E-05,1.32E-05,2.15E-05,0.966233532,0.009206431,0.000363056,7.14E-05,0.005926748,1.22E-05,2.14E-05,0.016598724,1.08E-05,0.000375312,2.72E-05,2.15E-05,1.39E-05,1.25E-05,0.0003512,568
202973,1.87E-05,4.14E-05,7.58E-06,1.61E-05,1.02E-05,1.90E-05,5.40E-05,2.19E-05,0.998755095,4.26E-06,1.96E-05,0.000414935,3.78E-06,0.000381695,8.62E-06,7.52E-06,4.85E-06,4.38E-06,0.000206365,484
202974,0.001736854,0.000745859,0.000117535,0.000280798,0.000273312,0.000312645,0.014568554,0.004405686,0.849544433,3.33E-05,0.000199014,0.092859425,2.95E-05,0.009045943,0.005183601,5.91E-05,3.84E-05,0.020236317,0.000329685,434
202975,0.000119279,9.12E-06,3.50E-06,5.70E-06,1.92E-05,2.00E-05,0.98324802,1.69E-05,0.004049424,3.22E-06,6.90E-06,0.011699085,2.86E-06,0.000218864,0.000540893,5.41E-06,3.67E-06,4.34E-06,2.37E-05,355
202976,1.60E-06,3.72E-06,2.93E-06,3.83E-06,1.41E-06,1.78E-06,4.81E-05,3.45E-06,0.000549259,4.92E-07,0.998525805,0.000838424,4.36E-07,1.05E-05,3.43E-06,8.70E-07,7.35E-07,5.49E-07,2.69E-06,596
202977,0.000636578,4.52E-06,1.84E-06,2.99E-06,4.40E-06,0.005156614,2.21E-05,1.10E-05,0.991083516,1.69E-06,2.97E-06,0.001394435,1.50E-06,0.001565409,3.43E-06,2.99E-06,1.93E-06,1.74E-06,0.0001003,940
202978,2.72E-05,0.989862813,1.85E-06,4.84E-06,1.05E-05,1.88E-05,0.001134358,1.16E-05,0.004195291,1.70E-06,3.34E-06,0.004627284,1.51E-06,4.43E-05,2.65E-05,8.45E-06,7.85E-06,1.93E-06,9.87E-06,589
202979,0.000267467,7.35E-06,2.84E-06,4.64E-06,0.993462294,0.000248661,0.000331413,1.59E-05,0.001522301,2.61E-06,4.59E-06,0.003809961,2.32E-06,0.000212863,6.14E-06,2.88E-05,2.97E-06,2.73E-06,6.41E-05,305
202980,0.065529449,0.001262267,2.37E-05,3.86E-05,4.43E-05,0.001293836,0.00015663,0.687630468,0.006248525,2.18E-05,3.83E-05,0.054867232,1.94E-05,0.004222246,4.42E-05,3.86E-05,2.49E-05,2.90E-05,0.178466728,27
202981,0.000192838,2.19E-06,8.20E-07,1.33E-06,2.17E-05,6.22E-05,4.27E-05,4.20E-06,0.000955969,7.55E-07,1.33E-06,0.00326491,6.70E-07,9.39E-06,1.76E-06,0.995430219,8.60E-07,7.89E-07,5.46E-06,535
202982,0.002115791,9.63E-05,3.82E-05,6.22E-05,0.000253353,0.861917003,0.001154863,0.099887012,0.013540523,3.51E-05,6.15E-05,0.000938667,3.12E-05,0.000275604,7.86E-05,6.22E-05,4.01E-05,3.65E-05,0.019375265,360
202983,3.01E-06,2.31E-06,9.05E-07,1.76E-06,1.65E-06,3.77E-06,2.19E-05,1.07E-05,0.999857509,6.66E-07,2.75E-06,2.59E-05,5.90E-07,3.57E-05,1.53E-06,1.18E-06,7.63E-07,7.02E-07,2.67E-05,828
202984,3.49E-06,9.88E-06,2.70E-06,7.77E-06,3.15E-06,7.34E-06,7.07E-05,9.35E-06,0.001784075,1.06E-06,0.997328382,0.000724365,9.46E-07,2.88E-05,7.19E-06,1.89E-06,2.06E-06,1.32E-06,5.55E-06,486
202985,0.000467577,4.32E-05,1.21E-05,1.97E-05,9.64E-05,0.967796968,0.0004324,0.012265651,0.007048114,1.11E-05,1.96E-05,0.001018081,9.88E-06,0.000139821,2.53E-05,2.72E-05,1.27E-05,1.15E-05,0.010542944,88
202986,4.62E-06,1.45E-06,5.05E-07,8.21E-07,1.39E-06,3.44E-06,0.997841531,3.57E-06,0.000311441,4.65E-07,9.14E-07,0.00137193,4.12E-07,0.000395303,4.34E-05,8.00E-07,5.29E-07,4.93E-07,1.70E-05,225
202987,0.000271238,0.00012768,4.71E-05,8.81E-05,0.000116987,0.000163276,0.003611881,0.000236048,0.807248162,4.33E-05,0.000317756,0.164963344,3.85E-05,0.021646026,0.000305627,7.68E-05,4.96E-05,0.000177393,0.000471179,597
202988,8.22E-06,1.59E-05,0.933330896,0.062050838,4.89E-06,1.10E-05,0.000101833,1.53E-05,0.001151486,2.51E-06,0.001766998,0.000193313,2.23E-06,0.001256828,1.13E-05,4.44E-06,3.53E-06,2.05E-05,4.80E-05,243
202989,0.000872737,5.67E-05,2.13E-05,3.47E-05,0.095713877,0.880996742,0.000492115,9.75E-05,0.011469566,1.96E-05,3.45E-05,0.008307084,1.74E-05,0.000302456,6.08E-05,0.000749854,2.24E-05,2.05E-05,0.000710166,311
202990,0.000105602,4.62E-06,1.38E-06,2.24E-06,8.31E-06,2.70E-05,0.990167148,6.07E-06,0.002447571,1.27E-06,2.23E-06,0.007142587,1.13E-06,2.25E-05,2.92E-06,3.57E-06,1.45E-06,1.57E-06,5.08E-05,345
202991,0.000258764,1.72E-06,7.77E-07,1.26E-06,1.37E-05,7.84E-05,3.23E-05,3.81E-06,0.001406348,7.16E-07,1.26E-06,0.001544082,6.35E-07,7.91E-06,1.60E-06,0.996612935,8.15E-07,7.48E-07,3.22E-05,139
202992,0.01604888,0.000710288,0.00024281,0.000395081,0.002054388,0.001658529,0.131509769,0.001063692,0.461504664,0.000222204,0.000433245,0.342291675,0.000197491,0.005052799,0.023787735,0.000395403,0.000254665,0.00044025,0.011736433,391
202993,1.10E-06,1.70E-06,3.07E-06,1.08E-05,9.14E-07,1.54E-06,4.38E-05,2.15E-06,0.00019677,3.06E-07,0.999394047,0.000308342,2.72E-07,2.92E-05,1.64E-06,5.41E-07,4.24E-07,6.30E-07,2.84E-06,507
202994,0.000712126,5.80E-06,2.01E-06,5.62E-06,1.40E-05,1.25E-05,0.984985395,9.35E-06,0.002827331,1.84E-06,3.25E-06,0.011053119,6.23E-06,4.34E-05,0.000299578,6.32E-06,2.11E-06,2.38E-06,7.59E-06,307
202995,0.000131793,3.27E-05,1.50E-05,9.72E-05,3.60E-05,7.57E-05,0.000354145,0.000254836,0.990232532,1.38E-05,2.38E-05,0.008226611,1.23E-05,0.000292893,7.41E-05,2.44E-05,1.57E-05,1.58E-05,7.07E-05,426
202996,1.73E-05,0.994601645,1.62E-06,4.12E-06,3.89E-05,6.54E-06,0.000753364,7.24E-06,0.001790731,1.49E-06,2.90E-06,0.002682015,1.32E-06,2.94E-05,2.43E-05,7.43E-06,4.00E-06,1.63E-06,2.41E-05,138
202997,0.000528043,2.22E-05,1.03E-05,1.67E-05,8.07E-05,0.000238082,0.925107549,0.000248645,0.009459098,9.42E-06,1.93E-05,0.036919527,8.37E-06,0.000366923,0.026716525,1.63E-05,1.08E-05,1.00E-05,0.000211499,381
202998,0.001299615,3.57E-05,1.19E-05,1.93E-05,0.960558768,0.004198928,0.00034322,8.73E-05,0.003002782,1.09E-05,1.92E-05,0.029796484,9.70E-06,0.000215296,2.44E-05,3.40E-05,1.24E-05,1.14E-05,0.000308584,465
202999,0.004995024,3.32E-05,1.10E-05,1.79E-05,0.000158314,0.003328651,0.000673713,0.000102993,0.005203556,1.01E-05,1.78E-05,0.002864078,9.01E-06,7.63E-05,2.29E-05,0.982240201,1.16E-05,1.06E-05,0.000213017,266
203000,0.001161526,0.000160443,6.12E-05,9.96E-05,0.253624725,0.001938751,0.561032616,0.000995087,0.0578325,5.64E-05,0.000109859,0.119711444,5.01E-05,0.001114619,0.000162024,0.000181974,6.42E-05,5.82E-05,0.001584798,300
203001,8.44E-06,1.51E-06,4.28E-07,6.96E-07,4.05E-06,3.23E-06,0.998410162,1.87E-06,0.001425266,3.94E-07,7.63E-07,0.000118783,3.50E-07,1.76E-05,2.08E-06,1.09E-06,4.49E-07,4.07E-07,2.40E-06,328
203002,4.99E-05,2.85E-06,1.24E-06,2.01E-06,0.01376687,8.88E-05,0.001223349,6.93E-06,0.000435985,1.14E-06,2.00E-06,0.001050642,1.01E-06,1.26E-05,2.55E-06,0.983311051,1.30E-06,1.19E-06,3.86E-05,497
203003,2.58E-05,1.05E-06,4.65E-07,7.56E-07,8.48E-06,7.68E-05,3.56E-05,3.46E-06,0.000178289,4.28E-07,7.52E-07,0.00035654,3.80E-07,7.16E-06,9.67E-07,0.999297102,4.88E-07,4.47E-07,5.02E-06,571
203004,1.26E-05,1.05E-06,4.72E-07,7.68E-07,2.08E-05,3.44E-05,2.27E-05,2.33E-06,0.000215792,4.35E-07,7.64E-07,0.000570839,3.86E-07,8.07E-06,9.74E-07,0.999092985,4.95E-07,4.54E-07,1.37E-05,34
203005,0.000285662,9.72E-05,4.45E-05,7.25E-05,7.99E-05,0.000177,0.005978808,0.000436234,0.042509697,4.09E-05,7.88E-05,0.139966326,3.64E-05,0.809261078,0.000345617,7.25E-05,4.67E-05,4.26E-05,0.000427481,124
203006,6.65E-05,1.78E-05,5.88E-06,1.07E-05,1.06E-05,3.30E-05,7.29E-05,0.000209515,0.998269025,5.42E-06,9.59E-06,0.000612335,4.80E-06,0.00032546,1.10E-05,9.57E-06,6.17E-06,6.10E-06,0.000313609,342
203007,0.000234494,2.46E-05,1.04E-05,1.69E-05,2.04E-05,4.36E-05,0.955524512,4.49E-05,0.020380337,9.60E-06,1.99E-05,0.013275926,8.52E-06,0.010273493,3.55E-05,1.70E-05,1.09E-05,1.04E-05,3.86E-05,293
203008,0.006023295,0.000135965,4.72E-05,7.68E-05,0.000484125,0.000465902,0.019264112,0.000309965,0.045694944,4.33E-05,8.42E-05,0.071873035,3.85E-05,0.000830874,0.853839092,0.000195701,4.95E-05,6.81E-05,0.000475367,145
203009,0.000201974,0.000317053,3.29E-05,5.36E-05,5.91E-05,0.000893679,0.002214049,0.084098257,0.845762485,3.03E-05,5.33E-05,0.022174958,2.68E-05,0.007299486,6.15E-05,5.36E-05,3.45E-05,3.38E-05,0.036598562,640
203010,0.000577646,0.000193176,5.51E-05,8.97E-05,9.89E-05,0.000533652,0.000390131,0.000318573,0.569896083,5.06E-05,8.91E-05,0.029568486,4.50E-05,0.073216829,0.000102799,8.97E-05,5.78E-05,5.23E-05,0.324574493,655
203011,2.72E-05,1.16E-05,5.49E-06,1.03E-05,7.65E-06,3.28E-05,0.000140796,0.000342235,0.998662535,3.93E-06,2.21E-05,0.000296969,3.48E-06,0.000193667,7.95E-06,6.94E-06,4.51E-06,4.04E-06,0.00021571,172
203012,0.000202159,2.10E-05,8.24E-06,1.34E-05,0.971450327,0.003438962,0.000263255,4.65E-05,0.008066537,7.58E-06,1.33E-05,0.016106565,6.72E-06,0.000144937,1.91E-05,1.34E-05,8.64E-06,7.81E-06,0.000161494,82
203013,0.000202113,0.000159133,4.76E-05,8.15E-05,9.59E-05,0.000295476,0.033344561,0.000353155,0.013630903,4.36E-05,0.000194346,0.50761063,3.87E-05,0.443113592,0.000234067,7.73E-05,4.99E-05,0.000109265,0.000318194,145
